labels,i_w_blo_weg,o_w_blo_power,o_w_blo_voltage,i_w_bhl_weg,o_w_bhl_power,o_w_bhl_voltage
0.0,388.0,23520.0,56.0,,0.0,0.0
0.0,8.0,0.0,0.0,-545.0,97.0,1.0
0.0,-105.0,0.0,0.0,,21505.0,?
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,-1Ġ04.0,0.0,0.0,0.0,23.0,1.0
0.0,-106.0,0.0,,0.0,41.0,1.0
0.0,-106.0,0.0,0.0,416.0,,57.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,9.0,0.0,0.0,-545.0,00,4.0
0.0,8.0,0.0,0.0,554477..,0.0,0.0
0.0,-104.0,0.0,0.0,625.0,20691.0,57.0
0.0,8.0,00,0.0,-409.0,22287.0,56.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,-106.0,0.0,0.0,0.0,124.0,2.0
0.0,257.0,25404.0,58.0,879.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,
0.0,310.0,24585.0,55.0,878.0,190.0,3.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,,0.0,0.0,0.0,35.0,1.0
0.0,-106.0,0.0,0.0,237.0,26448.0,57.0
0.0,14.0,18.0,1.0,-547.0,9ʐ,0.0
0.0,-107.0,0.0,,0.0,11111111,0.0
0.0,-106.0,0.0,0.0,0000,41.0,2.0
0.0,-105.0,0.0,0.0,394.0,23520.0,56.0
0.0,-107.0,0.0,0.0,543.0,21780.0,55.0
0.0,7.0,0.0,0.0,-547.0,0.0,0.0
0.0,7.0,0.0,0.0,-546.0,0.0,0.0
0.0,8.0,0.0,0.0,-297.0,22120.0,56.0
0.0,490.0,21945.0,55.0,877.0,0.0,0.0
0.0,317.0,22736.0,56.0,878.0,22,2.0
0.0,8.0,94.0,?,-320.0,1358.0,14.0
0.0,N/A,0.0,0.0,-205.0,23352.0,56.0
0.0,-104.0,0.0,1.0,265.0,21392.0,ʌ̊ž
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,5.0,7938.0,?,695.0,19950.0,56.0
0.0,-108.0,18.0,1.0,481.0,22458.0,57.0
0.0,N/A,0.0,0.0,-72.0,24282.0,57.0
0.0,-108.0,0.0,0.0,00..,0.0,1.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,-105.0,0.0,0.0,0.0,24.0,1.0
0.0,-108.0,40.0,1.0,0.0,41.0,0.0
0.0,,0.0,0.0,-546.0,0.0,0.0
0.0,,3.0,0.0,-62.0,29298.0,58.0
0.0,-107.0,0.0,0.0,291.0,21945.0,57.0
0.0,9.0,82.0,1.0,-321.0,327.0,3.0
0.0,0.701-,0.0,0.0,454.0,,54.0
0.0,133.0,20898.0,54.0,-88.0,11111111,..00
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,9.0,0.0,;ŌɎ,-546.0,0.0,?
0.0,-107.0,0.0,0.0,0.0,wŵō,0.0
0.0,615.0,1.0,,878.0,0.0,0.0
0.0,-105.0,0.0,0.0,0.0,294.0,2.0
0.0,8.0,0.0,0000,-547.0,0.0,1.0
0.0,-105.0,0.0,0.0,564.0,19992.0,56.0
0.0,-107.0,,0.0,0.0,0.0,0.0
0.0,-109.0,0.0,0.0,0.0,3Ê9.0,1.0
0.0,-107.0,0.0,0.0,543.0,21780.0,55.0
0.0,8.0,0.0,,-546.0,0.0,0.0
0.0,-106.0,0.0,1.0,0.0,15.0,1.0
0.0,-107.0,0.0,0.0,0.0,4.0,0.0
0.0,-109.0,0.0,0.0,0.0,0.0,0.0
0.0,-104.0,0.0,0.0,,0.0,0.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,-104.0,0.0,0.0,0.0,0.85,0.0
0.0,-108.0,0.0,0.0,192.0,25172.0,?
0.0,272.0,19604.0,52.0,877.0,0.0,0.0
0.0,--1100..,0.0,0.0,62.0,19488.0,56.0
0.0,-105.0,0.0,0.0,,28080.0,60.0
0.0,!ώǑ,0.0,0.0,-547.0,,
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,h˖Ƨ,264.0,3.0
0.0,-103.0,00,0.0,0.0,40.0,1.0
0.0,7.0,0.0,0.0,-546.0,0.0,0.0
0.0,8.0,57.0,0.0,-321.0,198.0,3.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,127.0,21395.0,55.0,833.0,22059.0,
0.0,F,20919.0,56.0,878.0,0.0,0.0
0.0,9.0,0.0,0.0,-321.0,92.0,2.0
0.0,-105.0,0.0,0.0,62.0,,56.0
0.0,8.0,0.0,0.0,-321.0,46.0,1.0
0.0,-103.0,0.0,0.0,0.0,0.0,0.0
0.0,-108.0,0.0,0.0,0.0,20.0,1.0
0.0,9.0,0.0,0.0,-72.0,24282.0,57.0
0.0,-106.0,0000,0.0,155.0,20832.0,56.0
0.0,-107.0,0.0,0.0,407.0,21546.0,56.0
0.0,-107.0,0.0,?,0.0,94.0,2.0
0.0,-106.0,0.0,0.0,394þ.0,26940.0,58.0
0.0,-104.0,0.0,0.0,412.0,22515.0,56.0
0.0,8.0,ƐƁ,0.0,-116.0,25650.0,57.0
0.0,-105.0,17.Æ0,1.0,0.0,31.0,1.0
0.0,-105.0,0.0,0.0,0.0,11111111,1.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,-106.0,0.0,0.0,407.0,24248.0,56.0
0.0,9.0,0.0,00,-283.0,20682.0,55.0
0.0,9.0,0.0,0.0,-394.0,19170.0,55.0
0.0,-108.0,29.0,1.0,0.0,47.0,0.0
0.0,N/A,19332.0,,843.0,18414.0,54.0
0.0,8.0,0.0,0.0,-355.0,21945.0,55.0
0.0,-108.0,0.0,0.0,0.0,0.0,0.0
0.0,,0.0,0.0,-547.0,0.0,0.0
0.0,-108.0,0.0,,412.0,22230.0,57.0
0.0,-108.0,12.0,Ŀͻ,0.0,0.0,0.0
0.0,-105.0,0.0,0.0,0.0,447700,1.0
0.0,-105.0,17.0,1.0,0.0,40.0,1.0
0.0,8.0,00..00,0.0,b̷ƛŠʞ͸,8284.0,38.0
0.0,-105.0,0.0,0.0,0.0,47.0,2.0
0.0,-105.0,0.0,0.0,249.0,23016.0,56.0
0.0,-105.0,0.0,0.0,582.0,11111111,56.0
0.0,8.0,0.0,0.0,-528.0,oȜ௥ͼ¾ϝķ,39.0
0.0,-108.0,15.0,.ɏ˯,401.0,25636.0,58.0
0.0,-104.0,0.0,0.0,,2ř4302.0,58.0
0.0,9.0,0.0,0.0,,11546.0,46.0
0.0,-108.0,0.0,0.0,0.0,49.0,1.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,616.0,144.0,4.0,878.0,0.0,0.0
0.0,-107.0,0.0,0.0,250.0,25980.0,58.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,333.0,23780.0,58.0,877.0,0.0,0.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,499.0,24738.0,57.0,877.0,0.0,1.0
0.0,-1Ģ06.0,0.0,0.0,0.0,72.0,2.0
0.0,-107.0,0.0,1.0,130.0,21285Š.0,54.0
0.0,8.0,1212.0,11.0,-235.0,20384.0,56.0
0.0,-104.0,0.0,0.0,VŮˠ˕,20790.Š0,55.0
0.0,9.0,0.0,0.0,-315.0,21660.0,56.0
0.0,8.0,0.0,0.0,-545.0,0.0,0.0
0.0,8.0,0.0,0.0,-142.0,,55.0
0.0,411.0,23210.0,56.0,879.0,0.0,0.0
0.0,7.0,,0.0,-546.0,0.0,00..
0.0,55,17732.0,51.0,-155.0,20412.0,54.0
0.0,536.0,19926.0,,879.0,0.0,?
0.0,-108.0,0.0,0.0,0.0,0.0,00
0.0,329.0,22230.0,57.0,879.0,0.0,0.0
0.0,11.0,45.0,1.0,OŘV{ʄh,68.0,1.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-545.0,72.0,2.0
0.0,-107.0,0.0,0.0,523.0,22008.0,56.0
0.0,-106.0,˽ˋ,0.0,0.0,0.0,..
0.0,-105.0,0.0,0.0,0.0,38.0,1.0
0.0,7.0,0.0,0.0,-406.0,2222..,56.0
0.0,398.0,22008.0,56.0,876.0,0.0,0.0
0.0,256.0,26622.0,,0.0,0.0,0.0
0.0,-104.0,0.0,0.0,0.0,0.0,1.0
0.0,-105.0,0.0,0.0,0.0,0000,1.0
0.0,-105.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,,11111111,58.0
0.0,8.0,172.0,2.0,-322.0,110.0,2.0
0.0,-107.0,0.0,0.0,0.0,11111111,1.0
0.0,0.0,1.0,0.0,650.0,18200.0,52.0
0.0,-104.0,0.0,0.0,0.0,24.0,1.0
0.0,-107.0,0.0,0.0,67.0,ĥ̛ͻŽɠʿ,55.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,-105.0,0.0,?,0.0,40.0,1.0
0.0,401.0,22904.0,56.0,878.0,0.0,0.0
0.0,-108.0,0.0,0.0,349.0,23313.0,57.0
0.0,54.0,17874.0,54.0,-166.0,19170.0,55.0
0.0,-108.0,0.0,0.0,0.0,0.0,0.0
0.0,-106.0,0.0,0.0,0.0,24.0,1.0
0.0,-106.0,0.0,0.0,0.0,24.0,1.0
0.0,-108.0,15.0,0.0,168.0,21780.0,55.0
0.0,10.0,0.0,0.0,N/A,22220.0,55.0
0.0,-105.0,0.0,0.0,0.0,11111111,
0.0,9.0,0.0,0.0,,0.0,0.0
0.0,N/A,11.0,1.0,-24.0,31310.0,62.0
0.0,8.0,0.0,0.0,-533.0,8284.0,38.0
0.0,133.0,20898.0,54.0,-88.0,17628.0,52.0
0.0,447.0,116666..00,55.0,876.0,0.0,0.0
0.0,8.0,0.0,,-130.0,22971.0,5Ê7.0
0.0,333.0,21728.0,56.0,879.0,33.0,0.0
0.0,145.0,21784.0,56.0,849.0,15860.0,51.0
0.0,8.0,0.0,0.0,-450.0,21112.0,56.0
0.0,..00,0.0,0.0,-546.0,87.0,1.0
0.0,N/A,0.0,0.0,-54ī7.0,0.0,0.0
0.0,28.0,11111111,43.0,-195.0,20515.0,55.0
0.0,Ðª,0.0,0.0,-547.0,0.0,0.0
0.0,9.0,0.0,0.0,-547.0,Å34.0,1.0
0.0,-105.0,17.0,1.0,0.0,31.0,1.0
0.0,579.0,13728.0,39.0,878.0,51.0,2.0
0.0,-108.0,0.0,..00,584.0,23490.0,58.0
0.0,8.0,0.0,0.0,-547.0,11111111,
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,-328.0,22055.0,55.0
0.0,8.0,0.0,0.0,--44,24090.0,55.0
0.0,-105.0,0.0,0.0,0.0,45.0,0.1
0.0,613.0,910.0,13.0,877.0,0.0,0.0
0.0,-109.0,0.0,0.0,0.0,0.0,0.0
0.0,270.0,29036.0,60.0,878.0,248.0,1.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,-107.0,,0.0,0.0,25.0,1.0
0.0,-104.0,0.0,0.0,0.0,15.0,0.0
0.0,-106.0,0.0,0.0,,26718.0,60.0
0.0,8.0,0.0,0.0,-547.0,0.0,
0.0,367.0,22165.0,55.0,879.0,144.0,2.0
0.0,-108.0,0.0,0.0,593.0,23028.0,57.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,0.0,756Ā.0,6.0,666.0,26506.0,58.0
0.0,403.0,22504.0,58.0,879.0,0.0,0.0
0.0,80.0,20185.0,56.0,783.0,19096.0,0.65
0.0,7.0,0.0,0.0,-26.0,364.0,66.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,85.0,18684.0,..00,789.0,18872.0,55.0
0.0,8.0,140.0,2.0,-322.0,95.0,?
0.0,9.0,1.0,0.0,-547.0,41.0,
0.0,8.0,0.0,0.0,-266.0,21384.0,55.0
0.0,88,,0.0,0.0,41.0,1.0
0.0,8.0,0.0,0.0,-546.0,0.0,0.0
0.0,-105.0,,0.0,0.0,44.0,1.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,-106.0,0.8,1.0,7.0,17501.0,44.0
0.0,-104.0,0.0,0.0,0.0,ɏư,0.0
0.0,,0.0,0.0,-547.0,0.0,0.0
0.0,-ɎĿƣƘ,0.0,0.0,0.0,60.0,1.0
0.0,-106.0,6.0,0.0,19.0,20272.0,56.0
0.0,8.0,0.0,0.0,-158.0,20196Š.0,55.0
0.0,-105.0,0.0,0.0,0.0,47.0,2.0
0.0,-105.0,0.0,0.0,0.0,0.0,1.0
0.0,-106.0,0.0,0.0,68.0,18704.0,56.0
0.0,8.0,0.0,0.0,-546.0,11111111,0.0
0.0,561.0,11660000,40.0,879.0,0.0,0.0
0.0,7.0,,0.0,-546.0,0.0,0.0
0.0,378.0,24225.0,57.0,877.0,0.0,0.0
0.0,-106.0,0.0,1.0,0.0,9.0,1.0
0.0,606.0,6216.0,28.0,879.0,0.0,0.0
0.0,8.0,23.0,1.0,-151.0,11111111,55.0
0.0,9.0,0.0,0.0,N/A,5572.0,27.0
0.0,,23240.0,56.0,-59.0,19030.0,55.0
0.0,7.0,0.0,0.0,-107.0,23296.0,?
0.0,,0.68821,35.0,705.0,18360.0,54.0
0.0,-105.0,0.0,0.0,0.0,15.0,1.0
0.0,9.0,0.0,0.0,-547.0,15ø4.0,2.0
0.0,-104.0,0.0,0.0,607.0,21784.0,56.0
0.0,210.0,228800,58.0,878.0,297.0,3.0
0.0,8.0,13.0,0.0,1111..00,26400.0,55.0
0.0,-104.0,0.0,0.0,0.0,38.0,0.0
0.0,-108.0,0ȟȟ,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-547.0,114.0,2.0
0.0,8.0,270.0,3.0,-248.0,21056.0,56.0
0.0,8.0,0.0,,-53.0,21276.0,55.0
0.0,105.0,18645.0,55.0,-115.0,18198.0,55.0
0.0,12.0,12996.0,66..00,707.0,21603.0,
0.0,7.0,0.0,0.0,-545.0,1170.0,9.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,-105.0,00..00,0.0,585.0,25032.0,57.0
0.0,25.0,17190.0,45.0,728.0,20384.0,56.0
0.0,9.0,0.0,,-72.0,24282.0,57.0
0.0,-106.0,0.0,0.0,3.0,10943.0,
0.0,417.0,20358.0,54.0,877.0,81.0,1.0
0.0,8.0,0.0,0.0,-545.0,14.0,0.0
0.0,458.0,20898.0,55..,877.0,12.0,1.0
0.0,8.0,0.0,?,-322.0,92.0,1.0
0.0,-106.0,0.0,0.0,0.0,15.0,1.0
0.0,8.0,34.0,1.0,-322.0,98.0,2.0
0.0,8.0,0.0,0.0,-319.0,d̗̎͠,17.0
0.0,-106.0,0.0,0.0,0.0,41.0,1.0
0.0,481.0,21600.0,54.0,878.0,0.0,0.0
0.0,464.0,11111111,56.0,877.0,0.0,0.0
0.0,10.0,0.0,9̨Ĵ,-547.0,0.0,0.0
0.0,43.0,11111111,51.0,-179.0,19818.0,54.0
0.0,8.0,0.0,0.0,-547.0,4.0,0.0
0.0,7.0,0.0,0.0,-547.0,@ɐɋ,0.0
0.0,82.0,18954.0,54.0,786.0,21603.0,57.0
0.0,-103.0,0.0,0.0,135.0,19432.0,56.0
0.0,116.0,18468.0,54.0,820.0,11111111,56.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,-109.0,0.0,0.0,0.0,41.0,0.0
0.0,,11111111,0.0,0.0,36.0,1.0
0.0,8.0,0.0,0000,-348.0,25288.0,58.0
0.0,9.0,174.0,..,-260.0,22825.0,55.0
0.0,-110.0,36.0,0.0,0.0,73.0,1.0
0.0,-106.0,0.0,0.0,0.0,77.0,1.0
0.0,-108.0,0.0,0.0,0.0,0.0,0.0
0.0,450.0,23045.0,54.0,878.0,11111111,1.0
0.0,9.0,0.0,0.0,ĩ-545.0,00,0.0
0.0,-103.0,0.0,0.0,Aƴō,46.0,1.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,32.0,13524.0,46.0,hȨϑs}ʠ,21780.0,56.0
0.0,-102.0,0.0,0.0,0.0,0.0,0.0
0.0,189.0,22344.0,56.0,-30.0,22008.0,56.0
0.0,66..00,11111111,0.0,0.0,50.0,1.0
0.0,-105.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-232.0,19062.0,52.0
0.0,-107.0,0.0,0.0,0.0,38.0,00
0.0,-107.0,0.0,0.0,0.0,0.0,1.0
0.0,317.0,25479.0,57.0,877.0,99.0,1.0
0.0,-106.0,0.0,0.0,599.0,25114.0,58.0
0.0,-107.0,0.0,0.0,444.0,23142.0,58.0
0.0,8.0,0.0,0.0,-31.0,26474.0,62.0
0.0,-108.0,0.0,0.0,0.0,44.0,2.0
0.0,-105.0,17.0,1.0,0.0,34.0,1.0
0.0,8.0,0.0,0.0,-323.0,88..00,1.0
0.0,-104.0,0.0,0.0,240.0,21318.0,58.0
0.0,603.0,16810.0,41.0,877.0,12.0,0.0
0.0,N/A,..,0.0,531.0,23142.0,57.0
0.0,28.0,ðG¬ƙ˫Ǉ,50.0,731.0,20358.0,54.0
0.0,-106.0,0.0,0.0,0.0,35.0,0.0
0.0,8.0,0.0,0.0,-434.0,20405.0,55.0
0.0,8.0,0.0,0.0,-546.0,93.0,1.0
0.0,572.0,11661.0,39.0,878.0,28.0,1.0
0.0,196.0,24510.0,58.0,878.0,756.0,9.0
0.0,-102.0,0.0,0.0,600.0,5500,58.0
0.0,603.0,61į19.0,29.0,878.0,0.0,0.0
0.0,-106.0,0.0,0.0,480.0,23016.0,55.0
0.0,8.0,0.0,0.0,-547.0,í½ȃȃ,2.0
0.0,8.0,0.0,0.0,-137.0,20328.0,56.0
0.0,165.0,24282.0,57.0,866.0,5746.0,
0.0,-106.0,..,0.0,181.0,21945.0,55.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,-104.0,0.0,0.0,ǫ¶,20088.0,54.0
0.0,-106.0,0.0,0.0,0.0,12.0,1.0
0.0,-103.0,0.0,0.0,627.0,23940.0,0.75
0.0,374.0,21175.0,55.0,876.0,0.0,0.0
0.0,7.0,0.0,0.0,--4400,20240.0,54.0
0.0,-106.0,0.0,0.0,88.0,20944.0,55.0
0.0,-106.0,0.0,0.0,0.0,12.0,1.0
0.0,7.0,0.0,ʿʈ,-547.0,0.0,0.0
0.0,,0.0,0.0,879.0,0.0,0.0
0.0,8.0,0.0,0.0,-545.0,0.0,0.0
0.0,-106.0,0.0,..00,0.0,15.0,1.0
0.0,9.0,0.0,0.0,-545.0,11111111,0.0
0.0,307.0,24976.0,57.0,878.0,136.0,2.0
0.0,-104.0,0.0,?,0.0,0.0,1.0
0.0,-106.0,0.0,0.0,0.0,14.0,1.0
0.0,-107.0,0.0,0.0,0.0,27.0,1.0
0.0,2.0,3927.0,17.0,684.0,20552.0,55.0
0.0,10.0,0.0,0.0,-321.0,240.0,2.0
0.0,-108.0,0.0,0.0,609.0,22224400..00,56.0
0.0,-105.0,0.0,0.0,0.0,0.0,0.0
0.0,145.0,20790.0,54.0,-76.0,17820.0,52.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-198.0,23240.0,55.0
0.0,126.0,22971.0,57.0,,19084.0,54.0
0.0,2õ14.0,22971.0,57.0,878.0,220.0,2.0
0.0,-106.0,0.0,0.0,0.0,86.0,2.0
0.0,-106.0,0.0,0.0,0.0,9.0,0.0
0.0,7.0,0.0,0.0,-360.0,21384.0,54.0
0.0,7.0,0.0,0.0,0.645-,0.0,0.0
0.0,214.0,26376.0,56.0,-9.0,19492.0,45.0
0.0,7.0,105.0,1.0,MβƦ,568.0,6.0
0.0,-107.0,0.0,0.0,0.0,34.0,1.0
0.0,7.0,0.0,00,-168.0,21280.0,57.0
0.0,-108.Ĥ0,0.0,0.0,0.0,0.0,0.0
0.0,-107ģ.0,0.0,0.0,0.0,45.0,1.0
0.0,-105.0,0.0,0.0,0.0,36.0,1.0
0.0,472.0,22770.0,54.0,878.0,93.0,1.0
0.0,8.0,0.0,0.0,-88.0,23045.0,55.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,170.0,22624.0,57.0
0.0,9.0,0.0,0.0,-546.0,0.0,0.0
0.0,-107.0,e̋Ķ,0.0,0.0,0.0,?
0.0,-108.0,0.0,..00,0.0,0.0,1.0
0.0,-106.0,0.0,0.0,0.0,>īǄȈ,1.0
0.0,8.0,0.0,0.0,ȋ ƯͰd,0.0,00..
0.0,199.0,23296.0,56.0,-21.0,22055.0,55.0
0.0,-108.0,0.0,0.0,192.0,25172.0,58.0
0.0,605.0,6048.0,27.0,877.0,20.0,00
0.0,-108.0,0.0,0.0,0.0,20.0,1.0
0.0,-103.0,0.0,0.0,0.0,0.0,0.0
0.0,-105.0,0.0,0.0,0.0,29.0,1.0
0.0,-104.0,0.0,0.0,257.0,21489.0,57.0
0.0,>ƎȚǪő΀,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,1.0
0.0,-104.0,0.0,0.0,0.0,23.0,1.0
0.0,308.0,,i˂Ίˬ,877.0,126.0,2.0
0.0,9.0,0.0,0.0,554477..00,0.0,0.0
0.0,-106.0,0.0,0.0,0.0,28.0,1.0
0.0,0.0,0.0,+ϒδ,N/A,20384.0,57.0
0.0,-106.0,0.0,0.0,0.0,67.0,1.0
0.0,-107.0,0.0,0.0,0.0,25.0,1.0
0.0,-106.0,0.0,0.0,0.0,34.0,1.0
0.0,-105.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,..,0.0,0.0,1804.0,12.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-38.0,22800.0,57.0
0.0,9.0,0.0,0.0,-236.0,23352.0,55.0
0.0,536.0,20570.0,55.0,877.0,0.0,0.0
0.0,9.0,0.0,0.0,N/A,0.0,
0.0,N/A,18928.0,52.0,837.0,19360.0,55.0
0.0,-106.0,0.0,0.0,143.0,22960.0,56.0
0.0,13.0,13644.0,38.0,710.0,21224ř.0,56.0
0.0,-104.0,0.0,0.0,0.0,0.0,
0.0,8.0,0.0,0.0,-547.0,68.0,1.0
0.0,-108.0,0.0,0.0,0.0,0.0,0.0
0.0,9.0,0.0,0.0,-547.0,0.0,0.0
0.0,-106.0,0.0,0.0,0.0,13.0,1.0
0.0,218.0,23313.Ś0,57.0,876.0,,0.0
0.0,-106.0,0.0,0.0,454.0,24080.0,57.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1694.0,11.0,N/A,22680.0,55.0
0.0,204.0,26391.0,56.0,-17.0,,54.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,'ƨų,0.0,0.0,27.0,1.0
0.0,-105.0,0.0,0.0,512.0,21603.0,57.0
0.0,-107.0,0.0,0.0,513.0,22624.0,56.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,601.0,16211.0,43.0,879.0,0.0,0.0
0.0,-108.0,0.0,0.0,0.0,20.0,1.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,9.0,0.0,,-2.0,15807.0,33.0
0.0,135.0,20020.0,55.0,N/A,18315.0,55.0
0.0,-107.0,0.0,0.0,0.0,86.0,1.0
0.0,-102.0,0.0,0.0,0.0,0.0,0.0
0.0,380.0,11111111,57.0,878.0,172.0,2.0
0.0,9.0,0.0,0.0,-322.0,0.0,TϥÐ
0.0,8.0,0.0,0.0,-545.0,0.0,0.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,9.0,0.0,0.0,-546.0,119.0,
0.0,12.0,12104.0,34.0,708.0,20790.0,0.55
0.0,9.0,0.0,0.0,-321.0,116.0,2.0
0.0,9.0,10ï0.0,1.0,0.0,6620.0,20.0
0.0,-107.0,0.0,..00,0.0,0.0,0.0
0.0,-109.0,0.0,,0.0,41.0,1.0
0.0,378.0,24225.0,57.0,877.0,0.0,
0.0,-105.0,0.0,0.0,0.0,55.0,1.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,..00,0.0,0.0,-546.0,,0.0
0.0,-106.0,0.0,0.0,0.0,50.0,1.0
0.0,N/A,21285.0,55.0,880.0,0.0,0.0
0.0,23.0,8853.0,39.0,-200.0,21114.0,54.0
0.0,536.0,19926.0,?,879.0,0.0,0.0
