labels,i_w_blo_weg,o_w_blo_power,o_w_blo_voltage,i_w_bhl_weg,o_w_bhl_power,o_w_bhl_voltage
0.0,0.0,756.0,6.0,666.0,26506.0,008855
0.0,403.0,22504.0,58.0,879.0,0.0,0.0
0.0,80.0,20185.0,56.0,783.0,19096.0,56.0
0.0,,0.0,0.0,-26.0,364.0,66.0
0.0,-106.0,0.0,,0.0,0.0,0.0
0.0,85.0,18684.0,55.0,789.0,18872.0,55.0
0.0,8.0,140.0,2.0,-322Ģ.0,95.0,1.0
0.0,9.0,1.0,0.0,-547.0,41.0,1.0
0.0,8.0,0.0,0.0,-266.0,21384.0,55.0
0.0,-108.0,0.0,0.0,0.0,41.0,1.0
0.0,8.0,0.0,0.0,-546.0,0.0,0.0
0.0,-105.0,0.0,0.0,0.0,44.0,1.0
0.0,8.0,11111111,0.0,-547.0,0.0,0.0
0.0,-106.0,8.0,1.0,7.0,17501.0,44.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,-547.0,0.0,0.0
0.0,-104.0,0.0,0.0,0.0,60.0,1.0
0.0,-106.0,6.0,0.0,19.0,20272.0,56.0
0.0,8.0,0.0,0.0,-158.0,20196.0,55.0
0.0,-105.0,0.0,0.0,0.0,47.0,2.0
0.0,-105.0,0.0,0.0,0.0,0.0,1.0
0.0,,0.0,0.0,68.0,18704.0,56.0
0.0,8.0,0.0,0.0,-546.0,0.0,0.0
0.0,561.0,12600.0,40.0,879.0,,0.0
0.0,7.0,0.0,0.0,-546.0,0.0,0.0
0.0,378.0,24225.0,57.0,877.0,0.0,0.0
0.0,-106.0,0.0,1.0,0.0,9.0,1.0
0.0,606.0,6216.0,28.0,879.0,0.0,0.0
0.0,8.0,23.0,1.0,ζĘƚʦθ,23352.0,55.0
0.0,9.0,0.0,0.0,-538.0,5572.0,27.0
0.0,165.0,23240.0,56.0,-59.0,19030.0,KǾĴ˽
0.0,7.0,0.0,0.0,-107.0,23296.0,56.0
0.0,9.0,12886.0,35.0,705.0,18360.0,54.0
0.0,-105.0,0.0,0.0,0.0,15.0,1.0
0.0,9.0,0.0,0.0,-547.0,154.0,2.0
0.0,-104.0,0.0,0.0,607.0,21784.0,56.0
0.0,210.0,25288.0,58.0,878.0,297.0,3.0
0.0,8.0,13.0,0.0,-112.0,26400.0,55.0
0.0,-104.0,0.0,0.0,0.0,38.0,0.0
0.0,-108.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-547.0,114.0,2.0
0.0,8.0,270.0,3.0,-248.0,21056.0,56.0
0.0,8.0,0.0,0.0,,21276.0,55.0
0.0,105.0,18645.0,55.0,-115.0,18198.0,55.0
0.0,12.0,12996.0,36.0,707.0,21603.0,56.0
0.0,7.0,0.0,0.0,-545.0,1170.0,9.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,-105.0,0.0,0.0,585.0,25032.0,57.0
0.0,25.0,17190.0,45.0,728.0,20384.0,56.0
0.0,9.0,0.0,0.0,-72.0,,57.0
0.0,-106.0,0.0,0.0,3.0,10943.0,33.0
0.0,417.0,20358.0,54.0,877.0,81.0,1.0
0.0,8.0,0.0,0.0,-545.0,14.0,0.0
0.0,458.0,20898.0,55..00,877.0,12.0,1.0
0.0,8.0,0.0,1.0,,92.0,1.0
0.0,-106.0,0.0,0.0,0.0,15.0,1.0
0.0,8.0,34.0,1.0,-322.0,98.0,2.0
0.0,8.0,0.0,=αŨ,-319.0,2286.0,17.0
0.0,-106.0,0.0,0.0,0.0,41.0,1.0
0.0,481.0,21600.0,54.0,878.0,0.0,0.0
0.0,464.0,23632.0,56.0,877.0,0.0,0.0
0.0,N/A,0.0,00,-547.0,0.0,0.0
0.0,43.0,16524.0,51.0,N/A,19818.0,54.0
0.0,,0.0,0.0,-547.0,4.0,0.0
0.0,7.0,0.0,0.0,-547.0,0.0,0.0
0.0,82.0,18954.0,54.0,786.0,21603.0,57.0
0.0,,0.0,0.0,135.0,19432.0,56.0
0.0,116.0,18468.0,54.0,820.0,21392.0,56.0
0.0,-107.0,0000,0.0,0.0,0.0,0.0
0.0,-109.0,0.0,0.0,0.0,41.0,0.0
0.0,-105.0,0.0,0.0,0.0,36.0,1.0
0.0,8.0,0.0,00..,-348.0,25288.0,58.0
0.0,9.0,174.0,3.0,-260.0,22825.0,55.0
0.0,-110.0,36.0,0.0,0.0,73.0,00
0.0,-106.0,0.0,0.0,0.0,77.0,1.0
0.0,-108.0,0.0,	ˤA,0.0,0.0,0.0
0.0,450.0,23045.0,54.0,878.0,62.0,1.0
0.0,9.0,0.0,0.0,N/A,0.0,0.0
0.0,|´ɂŰ,0.0,0.0,0.0,46.0,1.0
0.0,-107.0,0.0,0.0,0.0,0.0,
0.0,32.0,13524.0,46.0,-188.0,21780.0,56.0
0.0,-102.0,0.0,0.0,0.0,0.0,0.0
0.0,189.0,22344.0,56.0,-30.0,22008.0,56.0
0.0,-106.0,0.0,0.0,0.0,50.0,1.0
0.0,-105.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-232.0,19062.0,52.0
0.0,-107.0,0.0,0.0,0.0,38.0,1.0
0.0,-107.0,0.0,0.0,0.0,0.0,1.0
0.0,317.0,25479.0,57.0,877.0,99.0,1.0
0.0,-106.0,0.0,0.0,599.0,25114.0,58.0
0.0,-107.0,0.0,0.0,444.0,23142.0,?
0.0,8.0,0.0,0.0,-31.0,26474.0,62.0
0.0,-108.0,0.0,0.0,0.0,44.0,2.0
0.0,-105.0,17.0,1.0,0.0,34.0,1.0
0.0,8.0,0.0,0.0,-323.0,98.0,1.0
0.0,-104.0,0.0,0.0,240.0,21318.0,58.0
0.0,603.0,16810.0,41.0,877.0,12.0,0.0
0.0,-107.0,0.0,0.0,531.0,23142.0,57.0
0.0,28.0,21777.0,50.0,731.0,20358.0,54.0
0.0,-106.0,0.0,0.0,0.0,35.0,0.0
0.0,8.0,0.0,0.0,N/A,20405.0,55.0
0.0,8.0,0.0,0.0,-546.0,93.0,1.0
0.0,572.0,11661.0,39.0,878.0,28.0,1.0
0.0,196.0,24510.0,58.0,878.0,756.0,9.0
0.0,-102.0,0.0,0.0,600.0,26506.0,58.0
0.0,603.0,6119.0,29.0,878.0,0.0,0.0
0.0,-106.0,0.0,0.0,480.0,23016.0,55.0
0.0,8.0,0.0,0.0,-547.0,234.0,2.0
0.0,8.0,0.0,0.0,-137.0,,56.0
0.0,165.0,24282.0,57.0,866.0,5746.0,33.0
0.0,-106.0,0.0,0.0,181.0,21945.0,55.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,-104.0,0.0,0.0,109.0,20088.0,54.0
0.0,6ɩǣX,0.0,0.0,0.0,12.0,1.0
0.0,-103.0,0.0,0.0,627.0,23940.0,57.0
0.0,374.0,21175.0,55.0,876.0,0.0,0.0
0.0,7.0,0.0,0.0,-416.0,20240.0,54.0
0.0,-106.0,0.0,0.0,88.0,20944.0,55.0
0.0,-106.0,0.0,0.0,0.0,12.0,1.0
0.0,7.0,0.0,0.0,-547.0,N̼%,0.0
0.0,616.0,0.0,0.0,879.0,0.0,0.0
0.0,8.0,0.0,0.0,-545.0,0.0,0.0
0.0,-106.0,0.0,0.0,0.0,15.0,1.0
0.0,9.0,0.0,0.0,-545.0,,0.0
0.0,307.0,24976.0,57.0,878.0,136.0,2.0
0.0,-104.0,0.0,0.0,0.0,0.0,1.0
0.0,-106.0,0.0,0.0,0.0,14.0,1.0
0.0,-107.0,0.0,0.0,0.0,27.0,1.0
0.0,2.0,3927.0,17.0,684.0,20552.0,55.0
0.0,10.0,0.0,0.0,-321.0,240.0,2.0
0.0,-108.0,0.0,0.0,609.ý0,20240.0,56.0
0.0,-105.0,0.0,0.0,0.0,0.0,0.0
0.0,145.0,20790.0,54.0,-76.0,17820.0,nġ΋X
0.0,,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-198.0,23240.0,55.0
0.0,126.0,22971.0,57.0,-95.0,19084.0,54.0
0.0,214.0,22971.0,57.0,878.0,220.0,2.0
0.0,-106.0,0.0,0.0,0.0,86.0,2.0
0.0,-106.0,0.0,0.0,0.0,9.0,0.0
0.0,7.0,0.0,0.0,-360.0,21384.0,54.0
0.0,7.0,0.0,0.0,-546.0,0.0,0.0
0.0,214.0,26376.0,56.0,-9.0,19492.0,45.0
0.0,7.0,105.0,1.0,0.0,568.0,6.0
0.0,-107.0,0.0,,0.0,34.0,1.0
0.0,7.0,,0.0,-168.0,21280.0,57.0
0.0,-108.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,45.0,1.0
0.0,-105.0,0.0,0.0,0.0,36.0,1.0
0.0,472.0,22770.0,54.0,878.0,93.0,1.0
0.0,8.0,0.0,0.0,-88.0,0.54032,55.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,170.0,22624.0,57.0
0.0,9.0,0.0,0.0,-546.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,,0.0,0.0,0.0,0.0,1.0
0.0,-106.0,ßå,0.0,0.0,41.0,1.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,NȩǧφQ,23296.0,56.0,-21.0,22055.0,55.0
0.0,-108.0,0.0,0.0,192.0,25172.0,58.0
0.0,605.0,6048.0,27.0,877.0,20.0,0.0
0.0,-108.0,0.0,0.0,0.0,20.0,1.0
0.0,-103.0,0.0,0.0,͇Ɏ,0.0,0.0
0.0,-105.0,0.0,0.0,0.0,29.0,1.0
0.0,-104.0,0.0,0.0,257.0,21489.0,57.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,1.0
0.0,--00..00,0.0,0.0,0.0,23.0,1.0
0.0,308.0,22385.0,55.0,877.0,126.0,22
0.0,9.0,0.0,0.0,-547.0,0.0,0.0
0.0,-106.0,0.0,0.0,0.0,28.0,1.0
0.0,N/A,0.0,0.0,650.0,20384.0,57.0
0.0,-106.0,0.0,0.0,0.0,67.0,1.0
0.0,-107.0,,0.0,0.0,25.0,1.0
0.0,-106.0,0.0,0.0,0.0,34.0,1.0
0.0,-105.0,0.0,0.0,N/A,0.0,0.0
0.0,8.0,0.0,0.0,0.0,1804.0,12.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-38.0,22800.0,57.0
0.0,9.0,0.0,0.0,-236.0,23352.0,55.0
0.0,00,20570.0,55.0,877.0,0.0,0.0
0.0,9.0,0.0,0.0,-547.0,+Ð ,0.0
0.0,135.0,18928.0,52.0,837.0,19360.0,55.0
0.0,9åʸʸ,0.0,0.0,143.0,22960.0,56.0
0.0,13.0,13644.0,?,710.0,21224.0,56.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,..,-547.0,68.0,1.0
0.0,-108.0,0.0,0.0,0.0,0.0,0.0
0.0,9.0,0.0,0.0,-547.0,0.0,0.0
0.0,-106.0,0.0,0.0,0.0,13.0,1.0
0.0,218.0,23313.0,57.0,,0.0,0.0
0.0,-106.0,00,0.0,454.0,24080.0,57.0
0.0,-106.0,0.0,0.0,0.0,11111111,0.0
0.0,0.0,1694.0,11.0,670.0,22680.0,55.0
0.0,204.0,26391.0,56.0,-17.0,21492.0,54.0
0.0,ΨŊ̤ΟT,0.0,0.0,,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,27.0,1.0
0.0,N/A,0.0,0.0,512.0,21603.0,57.0
0.0,-107.0,0.0,0.0,513.0,22624.0,56.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,601.0,16211.0,43.0,879.0,0.0,
0.0,-108.0,0.0,0.0,0.0,20.0,1.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,9.0,0.0,0.0,-2.0,15807.0,33.0
0.0,135.0,,55.0,-86.0,18315.0,55.0
0.0,-107.0,0.0,0.0,0.0,86.0,1.0
0.0,-102.0,0.0,0.0,0.0,0.0,0.0
0.0,λʼ},22504.0,57.0,878.0,172.0,2.0
0.0,9.0,0.0,0.0,-322.0,0.0,0.0
0.0,ǀő,0.0,,-545.0,0.0,..
0.0,0044..,0.0,0.0,0.0,0.0,0.0
0.0,9.0,0.0,..,-546.0,119.0,1.0
0.0,12.0,12104.0,34.0,N/A,,55.0
0.0,9.0,0.0,0.0,-321.0,116.0,2.0
0.0,9.0,100.0,1.0,0.0,6620.0,20.0
0.0,-107.0,0.0,0.0,ȣ,0.0,0.0
0.0,-109.0,0.0,0.0,0.0,41.0,1.0
0.0,378.0,24225.0,57.0,877.0,0.0,0.0
0.0,-105.0,0.0,0.0,0.0,55.0,1.0
0.0,-107.0,0.0,?,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-546.0,0.0,0.0
0.0,-106.0,11111111,0.0,0.0,50.0,1.0
0.0,413.0,21285.0,55.0,+ΧʆĢŎ,0.0,0.0
0.0,23.0,8853.0,39.0,-200.0,,54.0
