labels,i_w_blo_weg,o_w_blo_power,o_w_blo_voltage,i_w_bhl_weg,o_w_bhl_power,o_w_bhl_voltage
0.0,-106.0,0.0,0.0,0.0,41.0,2.0
0.0,-105.0,0.0,0.0,394.0,23520.0,56.0
0.0,00,0.0,0.0,=đǏÅ̗,21780.0,55.0
0.0,7.0,0.0,,-547.0,0.0,0.0
0.0,7.0,0.0,0.0,-546.0,0.0,0.0
0.0,8.0,0.0,?,--2200,22120.0,56.0
0.0,490.0,21945.0,55.0,,0.0,0.0
0.0,317.0,22736.0,56.0,878.0,232.0,2.0
0.0,8.0,94.0,1.0,Ë͖ ,1358.0,14.0
0.0,7.0,0.0,0.0,-205.0,11111111,56.0
0.0,-104.0,0.0,1.0,265.0,21392.0,56.É0
0.0,8.0,0.0,0.0,Ǔ̏ˌƂĮ,0.0,0.0
0.0,5.0,0.8397,27.0,695.0,19950.0,56.0
0.0,-Ĥ108.0,18.0,1.0,481.0,22458.0,ȧØ
0.0,9.0,0.0,0.0,-72.0,24282.0,?
0.0,-108.0,āŀµ,0.0,0.0,,1.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,-105.0,0.0,0.0,0.0,24.0,1.0
0.0,-108.0,40.0,1.0,0.0,0.14,0.0
0.0,8.0,0.0,0.0,-546.0,,0.0
0.0,7.0,3.0,0.0,-62.0,29298.0,58.0
0.0,-107.0,0.0,0.0,291.0,21945.0,57.0
0.0,9900,82.0,1.0,-321.0,327.0,3.0
0.0,-107.0,0.0,0.0,454.0,19656.0,54.0
0.0,T¿Ô˅1,20898.0,54.0,-88.0,17628.0,52.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,9.0,0.0,0.0,ũͅūƲ,0.0,0000
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,615.0,11111111,2.0,878.0,0.0,0.0
0.0,-105.0,0.0,0.0,0.0,294.0,2.0
0.0,8.0,0.0,0.0,-547.0,{»,1.0
0.0,-105.0,0.0,0.0,55664400,19992.0,56.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,-109.0,0.0,0.0,s̔Ȯ,39.0,1.0
0.0,-107.0,0.0,0.0,543.0,21780.0,",ͽȸũ"
0.0,8800,0.0,0.0,-546.0,0.0,0.0
0.0,-106.0,0.0,1.0,0.0,15.0,1.0
0.0,-107.0,0.0,0.0,0.0,4.0,0.0
0.0,-109.0,0.0,0.0,0.0,0.0,0.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,--11..,0.0,0.0,0.0,0.0,0.0
0.0,-104.0,2΅̸,0.0,0.0,58.0,?
0.0,-108.0,0.0,0.0,192.0,25172.0,0.85
0.0,272.0,19604.0,52.0,877.0,0.0,0.0
0.0,-105.0,0.0,0.0,62.0,19488.0,56.0
0.0,-105.0,0.0,0.0,218.ù0,28080.0,60.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,00
0.0,7.0,0.0,0.0,0.0,264.0,3.0
0.0,-103.0,0.0,0.0,0.0,40.0,1.0
0.0,7.0,0.0,0.0,-546.0,0.0,0.0
0.0,8.0,57.0,0.0,-321.0,198.0,3.0
0.0,-107.0,11111111,0ͣɨ,0.0,0.0,0.0
0.0,127.0,21395.0,55.0,833.0,Š22059.0,57.0
0.0,496.0,20919.0,556600,878.0,0.0,0.0
0.0,9.0,0.0,0.0,-321.0,92.0,2.0
0.0,,,,,,
0.0,8.0,0.0,0.0,-321.0,46.0,1.0
0.0,-103.0,0.0,0.0,0.0,0.0,0.0
0.0,-108.0,0.0,0.0,00..00,20.0,1.0
0.0,9.0,0.0,loǞ,-72.0,24282.0,57.0
0.0,-106.0,0.0,0.0,155.0,20832.0,56.0
0.0,-107.0,0.0,0.0,407.0,21546.0,56.0
0.0,-107.0,0.0,0.0,0.0,MɋȰì,2.0
0.0,-106.0,0.0,0.0,394.0,26940.0,58.0
0.0,-104.0,0.0,?,412.0,22515.0,56.0
0.0,8.0,00,0.0,-116.0,25650.0,57.0
0.0,-105.0,17.0,1.0,0.0,31.0,1.0
0.0,,0.0,0.0,0.0,36.0,00
0.0,-107.0,,0.0,0.0,0.0,0.0
0.0,-106.0,0.0,0.0,407.0,0.84242,56.0
0.0,9.0,0.0,0.0,-283.0,20682.0,
0.0,9.0,0.0,0.0,-394.0,19170.0,55
0.0,-108.0,29.0,1.0,0.0,47.0,?
0.0,139.0,19332.0,54.0,843.0,18414.0,Ç54.0
0.0,8.0,0.0,0.0,-355.0,21945.0,55.0
0.0,-108.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,11111111,0.0,-547.0,0.0,0.0
0.0,-108.0,ȏ,,,,
0.0,-108.0,12.0,0.0,0.0,11111111,0.0
0.0,-105.0,0.0,0.0,0.0,47.0,1.0
0.0,-105.0,,1.0,,40.0,1.0
0.0,8.0,0.0,0.0,˰μǊ,8284.0,
0.0,ġ-105.0,0.0,0.0,0.0,47.0,2.0
0.0,N/A,0.0,0.0,249.0,23016.0,56.0
0.0,-105.0,0.0,?,582.0,22008.0,56.0
0.0,8.0,0.0,0.0,-528.0,10000.0,39.0
0.0,-108.0,15.0,1.0,401.0,2Ť5636.0,58.0
0.0,-104.0,0.0,0.0,494.0,24302.0,58.0
0.0,9.0,0.0,0.0,-522.0,11546.0,46.0
0.0,-108.0,0.0,0.0,0.0,49.0,1.0
0.0,-106.0,0.0,0.0,..00,11111111,0.0
0.0,8.0,0.0,0.0,N/A,0.0,0.0
0.0,616.0,144.0,4.0,878.0,0.0,0.0
0.0,-107.0,0.0,0.0,,25980.0,58.0
0.0,-1Ģ06.0,0.0,0.0,0.0,0.0,0.0
0.0,333.0,23780.0,58.0,877.0,0.0,0.0
0.0,8.0,0.0,0.0,-547.0,,0.0
0.0,499.0,24738.0,57.0,877.0,0.0,1.0
0.0,-106.0,0.0,..,0.0,72.0,2.0
0.0,-107.0,0.0,1.0,130.0,21285.0,ɨĦǿ
0.0,8.0,1212.0,11.0,-235.0,20384.0,56.0
0.0,,0.0,0.0,135÷.0,20790.0,55.0
0.0,9.0,0.0,0.0,-315.0,21660.0,56.0
0.0,8.0,0.0,..,-545.0,0.0,0.0
0.0,8.0,0.0,0.0,-142.0,"ǅͣ
ͷʩ",5500
0.0,411.0,23210.0,56.0,7799..00,0.0,0.0
0.0,7.0,0.0,0.0,N/A,0.0,0.0
0.0,65.0,17732.0,51.0,-155.0,20412.0,54.0
0.0,536.0,19926.0,54.0,879.0,,0.0
0.0,-108.0,0.0,0.0,0.0,0.0,
0.0,329.0,22230.0,57.0,879.0,0.0,0.0
0.0,11.0,11111111,1.0,-322.0,6688..,1.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,00554455--,72.0,2.0
0.0,-107.0,0.0,0.0,523.0,22008.0,56.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,N/A,0.0,0.0,0.0,38.0,1.0
0.0,7.0,0.0,0.0,-406.0,20240.0,56.0
0.0,398.0,22008.0,56.0,876.0,0.0,0.0
0.0,256.0,26622.0,58.0,0.0,..,0.0
0.0,-104.0,0.0,00,0.0,0.0,1.0
0.0,-105.0,0.0,0.0,0.0,40.0,1.0
0.0,-105.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,566.0,25172.0,58.0
0.0,8.0,172.0,2.0,-322.0,110.0,2.0
0.0,-107.0,0.0,?,0.0,25.0,11
0.0,0.0,1.0,0.0,650.0,18200.0,52.0
0.0,-104.0,0.0,0.0,0.0,24.0,1.0
0.0,-107.0,0.0,0.0,67.0,18700.0,55.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,--55..00,0.0,̡,0.0,40.0,1.0
0.0,401.0,22904.0,56.0,878.0,0.0,0.0
0.0,-108.0,0.0,0.0,349.0,υǥ͒Â̒į,57.0
0.0,54.0,17874.0,54.0,-166.0,,55.0
0.0,-108.0,0.0,0.0,0.0,0.0,0.0
0.0,-106.0,0.0,0.0,0.0,24.0,1.0
0.0,-106.0,0.0,0.0,0.0,24.0,1.0
0.0,-108.0,15.0,0.0,168.0,21780.0,55.0
0.0,10.0,0.0,0.0,-179.0,22220.0,55.0
0.0,-105.0,0.0,0.0,0.0,0.0,0.0
0.0, ľͼ,,0.0,-547.0,0.0,0.0
0.0,8.0,11111111,1.0,-24.0,31310.0,62.0
0.0,8.0,0.0,0.0,-533.0,8284.0,38.0
0.0,133.0,20898.0,54.0,-88.0,17628.0,52.0
0.0,447.0,19656.0,55.0,876.0,0.0,0.0
0.0,8.0,0.0,0.0,-130.0,22971.0,57.0
0.0,333.0,11111111,56.0,879.0,33.0,0.0
0.0,145.0,21784.0,56.0,849.0,15860.0,51.0
0.0,8.0,0.0,0.0,-450.0,21112.0,56.0
0.0,8.0,0.0,0.0,-546.0,87.0,1.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,28.0,11782.0,43.0,-195.0,20515.0,55.0
0.0,7.0,0.0,0.0,-547.0,0.0,0.0
0.0,9.0,0.0,0.0,-547.0,34.0,..
0.0,--1155,17.0,1.0,0.0,31.0,1.0
0.0,579.0,13728.0,?,878.0,51.0,2.0
0.0,-108.0,l?,0.0,584.0,23490.0,58.0
0.0,8.0,11111111,0.0,-547.0,14.0,
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,77..,0.0,0.0,,22055.0,55.0
0.0,8.0,0.0,0.0,-347.0,24090.0,55.0
0.0,-105.0,0.0,0.0,0.0,45.0,8Ɍǉ
0.0,613.0,910.0,13.0,877.0,0.0,0.0
0.0,-109.0,0.0,?,0.0,0.0,0.0
0.0,270.0,29036.0,60.0,878.0,248.0,1.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,25.0,?
0.0,-104.0,11111111,00..00,0.0,15.0,
0.0,-106.0,0.0,0.0,240.0,26718.0,60.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,367.0,22165.0,55.0,879.0,144.0,2.0
0.0,-108.0,0.0,0.0,593.0,23028.0,57.0
0.0,8.0,0.0,0.0,-547.0,&Pɫ,0.0
0.0,0.0,756.0,6.0,666.0,2266550000,58.0
0.0,403.0,22504.0,58.0,879.0,0.0,0.0
0.0,80.0,20185.0,56.0,783.0,19096.0,56.0
0.0,7.0,0.0,0.0,-26.0,,66.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,85.0,18684.0,55.0,789.0,11111111,55.0
0.0,,140.0,2.0,-322.0,95.0,1.0
0.0,9.0,1.0,0.0,-547.0,41.0,
0.0,8.0,̃͆,0.0,-266.0,21384.0,55.0
0.0,-108.0,0.0,0.0,0.0,41.0,1.0
0.0,8.0,0.0,0.0,,0.0,0.0
0.0,4ˈμčɘƛ,0.0,0.0,0.0,4Æ4.0,1.0
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,-106.0,8.0,1.0,7.0,17501.0,44.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,-547.0,0.0,0.0
0.0,-104.0,0.0,0.0,0.0,60.0,1.0
0.0,-106.0,6.0,0.0,19.0,20272.0,56.0
0.0,8.0,0.0,0.0,-158.0,20196.0,55.0
0.0,-105.0,11111111,0.0,0.0,47.0,9ͲÊ
0.0,,0.0,0.0,0.0,0000,1.0
0.0,-106.0,,0.0,8ɪ,18704.0,56.0
0.0,8.0,0.0,0.0,-546.0,0.0,0.0
0.0,561.0,12600.0,40.0,879.0,0.0,0.0
0.0,7.0,0.0,0.0,-546.0,0.0,0.0
0.0,378.0,24225.0,57.0,877.0,0.0,0.0
0.0,-106.0,0.0,1.0,0.0,9.0,1.0
0.0,606.0,6216ĭ.0,?,879.0,0.0,0.0
0.0,8.0,23.0,1.0,-151.0,55,55.0
0.0,9.0,,0.0,-538.0,5572.0,27.0
0.0,165.0,23240.0,66,,19030.0,55.0
0.0,7.0,0.0,0.0,-107.0,23296.0,56.0
0.0,9.0,12886.0,35.0,705.0,"
ɹWʔƢėʧ",54.0
0.0,-105.0,0.0,0.0,N/A,15.0,1.0
0.0,9.0,0.0,0.0,-547.0,154.0,2.0
0.0,-104.0,0.0,0.0,607.0,21784.0,56.0
0.0,210.0,25288.0,58.0,0.878,297.0,3.0
0.0,8.0,13.0,0.0,-112.0,26400.0,55.0
0.0,-104.0,0.0,0.0,0.0,88,0.0
0.0,-108.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,-547.0,114.0,2.0
0.0,8.0,770000,3.0,-248.0,21056.0,56.0
0.0,8.0,0.0,0.0,-53.0,21276.0,55.0
0.0,105.0,44..00,55.0,-115.0,18198.0,55.0
0.0,12.0,12996.0,36.0,707.0,21603.0,56.0
0.0,7.0,11111111,0.0,-545.0,1170.0,9.0
0.0,0077,0.0,0.0,0.0,11111111,0.0
0.0,-105.0,,0.0,585.0,25032.0,57.0
0.0,25.0,17190.0,45.0,728.0,20384.0,56.0
0.0,9.0,0.0,0.0,,24282.0,57.0
0.0,-106.0,0.0,0.0,3.0,10943.0,33.0
0.0,N/A,20358.0,54.0,877.0,81.0,1.0
0.0,.\.,0.0,0.0,-545.0,14.0,0.0
0.0,458.0,20898.0,55.0,N/A,12.0,1.0
0.0,8.0,0.0,?,-322.0,92.0,1.0
0.0,-106.0,0.0,?,0.0,15.0,1.0
0.0,8.0,34.0,1.0,-322.0,98.0,2.0
0.0,8.0,0.0,0.0,-319.0,2286.0,17.0
0.0,-106.0,0.0,0.0,0.0,,1.0
0.0,481.0,21600.0,54.0,878.0,0.0,0.0
0.0,464.0,23632.0,56.0,877.0,0.0,0.0
0.0,1100..00,0.0,0.0,-54ī7.0,0.0,0.0
0.0,43.0,16524.0,51.0,-179.0,19818.0,54.Ç0
0.0,8.0,0.0,0.0,-547.0,4.0,0.0
0.0,7.0,0.0,0.0,-547.0,00,0.0
0.0,82.0,18954.0,54.0,78ă6.0,21603.0,57.0
0.0,-10ğ3.0,0.0,*̎Ȋ,135.0,19432.0,56.0
0.0,116.0,18468.0,54.0,820.0,21392.0,56.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,-109.0,0.0,0.0,0.0,41.0,0.0
0.0,-105.0,0.0,0.0,0.0,36.0,1.0
0.0,8.0,0.0,0.0,-348.0,25288.0,58.0
0.0,9.0,174.0,3.0,-260.0,22825.0,55.0
0.0,-110.0,36.0,0.0,0.0,73.0,1.0
0.0,-106.0,0.0,0.0,0.0,77.0,1.0
0.0,-108.0,,0.0,0.0,0.0,0.0
0.0,450.0,23045.0,54.0,N/A,62.0,1.0
0.0,9.0,0.0,ɠ,-545.0,0.0,0.0
0.0,,0.0,0.0,0.0,46.0,1.0
0.0,-107.0,0.0,,0.0,0.0,0.0
0.0,32.0,13524.0,46.0,-188.0,21780.0,56.0
0.0,-102.0,0.0,0.0,0.0,0.0,0.0
0.0,189.0,22344.0,56.0,-30.0,22008.0,56.0
0.0,-106.0,0.0,0.0,7ɹʤ,50.0,1.0
0.0,-105.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,,-232.0,19062.0,52.0
0.0,-107.0,0.0,0.0,0.0,38.0,1.0
0.0,-107.0,0.0,0.0,0.0,0.0,1.0
0.0,317.0,25479.0,57.0,877.0,99.0,1.0
0.0,-106.0,0.0,0.0,599.0,25114.0,58.0
0.0,-107.0,0.0,0.0,444.0,11111111,58.0
0.0,8.0,0.0,0.0,-31.0,26474.0,62.0
0.0,-108.0,0.0,0.0,N/A,44.0,2.0
0.0,-105.0,17.0,1.0,0.0,34.0,1.0
0.0,00,0.0,0.0,-323.0,98.0,1.0
0.0,-104.0,0.0,0.0,240.0,21318.0,58.0
0.0,603.0,16810.0,41.0,877.0,12.0,0.0
0.0,,0.0,0.0,53÷1.0,23142.0,57.0
0.0,28.0,21777.0,50.0,731.0,2200,54.0
0.0,0.601-,0.0,0.0,0.0,35.0,nέő
0.0,N/A,0.0,0.0,-434.0,20405.0,55.0
0.0,8.0,0.0,0.0,-546.0,93.0,11
0.0,572.0,11661.0,39.0,0.878,28.0,
0.0,196.0,22445500,58.0,878.0,756.0,9.0
0.0,-102.0,0.0,0.0,600.0,26506.0,58.0
0.0,603.0,6119.0,29.0,878.0,0.0,0.0
0.0,-106.0,0.0,0.0,480.0,,?
0.0,8.0,0.0,0.0,-547.0,234.0,2.0
0.0,8.0,0.0,0.0,-137.0,20328.0,56.0
0.0,165.0,24282.0,57.0,866.0,5746.0,33.0
0.0,-106.0,0.0,0.0,181.0,21945.0,55.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,-104.0,0.0,,109.0,11111111,54.0
0.0,-106.0,0.0,0.0,0.0,12.0,1.0
0.0,-103.0,0.0,0.0,627.0,23940.0,57.0
0.0,374.0,21175.0,55.0,876.0,0.0,0.0
0.0,,0.0,\..,-416.0,20240.0,2ˌ̈́/
0.0,-106.0,0.0,0.0,88.0,20944.0,55.0
0.0,-106.0,0.0,0.0,0.0,12.0,1.0
0.0,7.0,0.0,0.0,-547.0,0.0,0.0
0.0,616.0,0.0,0.0,879.0,̊ȡ,0.0
0.0,8.0,,0.0,-545.0,0.0,0.0
0.0,-106.0,0.0,0.0,0.0,15.0,1.0
0.0,9.0,0.0,?,-545.0,0.0,
0.0,307.0,24976.0,57.0,878.0,11..00,2.0
0.0,-104.0,0.0,0.0,N/A,0.0,1.0
0.0,-106.0,0.0,0.0,0.0,14.0,1.0
0.0,-107.0,0.0,0.0,0.0,27.0,1.0
0.0,2.0,,*ρǡʰ,684.0,20552.0,55.0
0.0,10.0,0.0,0.0,-321.0,Ǡǒ8Ą,2.0
0.0,-108.0,0.0,0.0,609.0,20240.0,56.0
0.0,­ȷȔ̚ǎ,0.0,0.0,0.0,0.0,0.0
0.0,+ϣΓ̗̗,20790.0,54.0,-76.0,17820.0,52.0
0.0,-107.0,0.0,0.0,0.0,0.0,
0.0,8.0,,0.0,-198.0,23240.0,55.0
0.0,126.0,22971.0,57.0,N/A,19084.0,54.0
0.0,214.0,227711,57.0,878.0,220.0,2.0
0.0,-106.0,0.0,0.0,0.0,86.0,2.0
0.0,-106.0,0.0,0.0,0.0,9.0,0.0
0.0,0.7,0.0,0.0,-360.0,21384.0,ΖͫË
0.0,7.0,0.0,0.0,-546.0,0.0,0.0
0.0,214.0,26376.0,5É6.0,-9.0,19492.0,45.0
0.0,7.0,105.0,1.0,0.0,568.0,6.0
0.0,-107.0,0.0,0.0,0.0,34.0,1.0
0.0,7.0,00,0.0,-168.0,21280.0,57.0
0.0,-108.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,..00,45.0,1.0
0.0,-105.0,0.0,0.0,0.0,36.0,1.0
0.0,472.0,,54.0,878.0,93.0,1.0
0.0,8.0,0.0,0.0,-88.0,23045.0,55.0
0.0,-106.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,170.0,22624.0,57.0
0.0,9.0,0.0,0.0,-546.0,11111111,0.0
0.0,-107.0,,0.0,0.0,0.0,0.0
0.0,-108.0,0.0,0.0,0.0,0.0,1.0
0.0,-106.0,0.0,Eòˑ,0.0,,?
0.0,8.0,0.0,0.0,-547.0,0.0,0.0
0.0,199.0,23296.0,56.0,-21.0,22055.0,55.0
0.0,-108.0,0000,0.0,192.0,25172.0,
0.0,605.0,11111111,27.0,877.0,!ȯΛŭ,0.0
0.0,N/A,0.0,0.0,,20.0,1.0
0.0,-103.0,0.0,0.0,0.0,0.0,0.0
0.0,N/A,0.0,0.0,0.0,29.0,1.0
0.0,-104.0,0.0,0.0,257.0,21489.0,57.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,1.0
0.0,-104.0,0.0,0.0,0.0,,1.0
0.0,308.0,22385.0,55.0,877.0,126.0,2.0
0.0,9.0,0.0,0.0,-547.0,0.0,0.0
0.0,-106.0,0.0,?,0.0,28.0,1.0
0.0,½ǐŽ,0.0,0.0,650.0,20384.0,57.0
0.0,-106.0,,0.0,0.0,67.0,
0.0,-107.0,0.0,0.0,0.0,25.0,1.0
0.0,xáƪɱυɘ,0.0,0.0,0.0,,1.0
0.0,-105.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,0.0,1804.0,12.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,N/A,0.0,0.0,-38.0,22800.0,57.0
0.0,,0.0,0.0,-236.0,23352.0,55.0
0.0,536.0,20570.0,55.0,877.0,0.0,0.0
0.0,9.0,0.0,0.0,-547.0,*ŴŅ,0.0
0.0,135.0,18928.0,,837.0,19360.0,55.0
0.0,-106.0,0.0,0.0,143.0,22960.0,56.0
0.0,13.0,13644.0,38.0,710.0,21224.0,56.0
0.0,-104.0,0.0,%Ƿ,0.0,0.0,0.0
0.0,8.0,0.0,0.0,--4400,68.0,1.0
0.0,-108.0,0.0,00..00,0.0,0.0,0.0
0.0,9.0,0.0,0.0,-547.0,0.0,0.0
0.0,-106.0,0.0,0.0,0.0,,1.0
0.0,,23313.0,57.0,876.0,0.0,0.0
0.0,-106.0,0.0,0.0,N/A,Çũ̱κɩ,57.0
0.0,-106.0,0.0,?,0.0,0.0,0.0
0.0,0.0,11111111,11.0,670.0,22680.0,55.0
0.0,204.0,26391.0,56.0,-17.0,21492.0,54.0
0.0,-106.0,0.0,0.0,G͢ή,0.0,0.0
0.0,-107.0,11111111,@ÌĶ,0.0,27.0,1.0
0.0,-105.0,0.0,0.0,512.0,21603.0,57.0
0.0,-107.0,,0.0,513.0,22624.0,56.0
0.0,-104.0,0.0,0.0,0.0,0.0,0.0
0.0,601.0,16211.0,43.0,o΃ʸ˦̋,0.0,0.0
0.0,-108.0,0.0,0.0,0.0,20.0,1.0
0.0,-107.0,0.0,0.0,0.0,0.0,ƠÌ
0.0,9.0,0.0,0.0,,15807.0,33.0
0.0,135.0,ǡɖ1¼͟,55.0,-86.0,18315.0,55.0
0.0,-107.0,0.0,,0.0,86.0,1.0
0.0,-102.0,0.0,Hȷ²,0.0,0.0,0.0
0.0,380.0,11111111,57.0,878.0,172.0,2.0
0.0,9.0,0.0,0.0,-322.0,0.0,0.0
0.0,8.0,0.0,0.0,-545.0,0.0,0.0
0.0,-104.0,0.0,0.0,0.0,0.0,2
0.0,9.0,0.0,0.0,-546.0,119.0,1.0
0.0,N/A,,34.0,708.0,20790.0,55.0
0.0,9.0,0.0,0.0,-321.0,116.0,2.0
0.0,9.0,100.0,1.0,0.0,6620.0,20.0
0.0,-107.0,0.0,0.0,0.0,0.0,0.0
0.0,-109.0,0.0,0.0,0.0,41.0,1.0
0.0,378.0,24225.0,57.0,877.0,11111111,0.0
0.0,,0.0,0.0,0.0,55.0,..00
0.0,-107.0,11111111,0.0,0.0,0.0,0.0
0.0,8800,0.0,0.0,-546.0,0.0,0.0
0.0,-106.0,`Áǋ,0.0,0.0,50.0,1.0
0.0,413.0,21285.0,55.0,880.0,0.0,0.0
0.0,23.0,8853.0,39.0,-200.0,21114.0,54.0
0.0,536.0,19926.0,5Ç4.0,N/A,0.0,0.0
